motore,simbolo,tf,etichetta,cartella,vicino,is_passate,is_uniche,is_pf_med,is_pf_max,is_trades_med,is_trades_max,is_dd_med,is_profit_med,is_dd_max,is_profit_max,oos_passate,oos_uniche,oos_pf_med,oos_pf_max,oos_trades_med,oos_trades_max,oos_dd_med,oos_profit_med,oos_dd_max,oos_profit_max,unica_passate,unica_uniche,unica_pf_med,unica_pf_max,unica_trades_med,unica_trades_max,unica_dd_med,unica_profit_med,unica_dd_max,unica_profit_max,file
SupertrendReversal,EURAUD,H4,H4_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,103,101,0.95195,2.37242,109,21,7.9195,-73.74,1.7034,300.89,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC/scan_ABTG_SupertrendReversal_H4_EURAUD.csv
GoldenCross,UKOIL,H1,H1_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,96,95,0.94997,1.87261,114,26,7.0296,-99.97,1.9953,287.09,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC/scan_ABTG_GoldenCross_H1_UKOIL.csv
trailing,DAX,[NON MISURATO],Aperture_Trailing,backtest_pipeline/risultati_archivio/Aperture_Trailing,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,96,7,0.94686,0.99408,440,440,18.8542,-589.23,19.7408,-78.78,backtest_pipeline/risultati_archivio/Aperture_Trailing/DAX_trailing.csv
GoldenCross,EURNZD,H4,H4_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,86,77,0.94605,1.39495,42,10,4.4515,-48.72,2.1602,99.24,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC/scan_ABTG_GoldenCross_H4_EURNZD.csv
GoldenCross,EURJPY,H4,H4_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,82,66,0.94405,1.36499,31,32,2.1863,-34.0,2.1863,196.99,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC/scan_ABTG_GoldenCross_H4_EURJPY.csv
EMA200,AUDUSD,H1,risultati_scan_ABTG_EMA200_H1,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,90,90,0.94274,1.02808,1423,513,12.5739,-776.34,6.9366,150.48,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1/scan_ABTG_EMA200_H1_AUDUSD.csv
GoldenCross,USDJPY,H4,H4_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,84,76,0.93968,1.92938,24,17,3.9327,-32.79,2.3971,270.44,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC/scan_ABTG_GoldenCross_H4_USDJPY.csv
GapFill,EURSEK,H1,scan1,backtest_pipeline/risultati_prove/ABTG_GapFill/scan1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.93941,1.41784,3,3,1.0538,-6.25,1.3383,43.1,backtest_pipeline/risultati_prove/ABTG_GapFill/scan1/scan_ABTG_GapFill_EURSEK.csv
EasyTrend,EURSEK,H1,scan,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,6,6,0.93297,1.00073,40,41,11.2584,-157.98,9.3669,1.47,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan/scan_ABTG_EasyTrend_EURSEK.csv
SupRevRT,D30EUR,H1,supertrend_indici_validazione,backtest_pipeline/risultati_archivio/supertrend_indici_validazione,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,8,8,0.93049,1.4523,284,223,8.5303,-229.93,5.5663,1075.09,backtest_pipeline/risultati_archivio/supertrend_indici_validazione/valid_SupRevRT_D30EUR_H1.csv
EMA200,XAGUSD,H1,H1_OHLC,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,86,86,0.93024,2.05281,54,21,8.2432,-128.33,3.0516,727.85,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC/scan_ABTG_EMA200_H1_XAGUSD.csv
BreakingBand,USDCAD,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.92985,1.03605,24,12,1.8636,-43.75,2.2849,11.19,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_USDCAD.csv
EZ,AUDJPY,H1,ORSO_r50,backtest_pipeline/risultati_prove/regime_r50,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.92963,0.92963,35,35,4.317,-1246.43,4.317,-1246.43,backtest_pipeline/risultati_prove/regime_r50/EZ_AUDJPY_ORSO_r50.csv
EZ,AUDJPY,H1,ORSO_r59,backtest_pipeline/risultati_prove/regime_r59,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.92963,0.92963,35,35,4.317,-1246.43,4.317,-1246.43,backtest_pipeline/risultati_prove/regime_r59/EZ_AUDJPY_ORSO_r59.csv
ablaz_3_atr,NASUSD,[NON MISURATO],Nasdaq_Apertura,backtest_pipeline/risultati_archivio/Nasdaq_Apertura,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,24,15,0.92925,0.97476,332,334,27.4872,-11979.75,19.5701,-4442.13,backtest_pipeline/risultati_archivio/Nasdaq_Apertura/ablaz_3_atr_NASUSD.csv
apert_APERT_US,NASUSD,M5,doc_brk_atr,backtest_pipeline/risultati_archivio/Nasdaq_Apertura/csv_ablazione,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,24,15,0.92925,0.97476,332,334,27.4872,-11979.75,19.5701,-4442.13,backtest_pipeline/risultati_archivio/Nasdaq_Apertura/csv_ablazione/apert_APERT_US_M5_doc_brk_atr_realtick_NASUSD.csv
BreakingBand,EURPLN,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.9284,0.9284,5,5,1.3805,-7.39,1.3805,-7.39,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_EURPLN.csv
BB,GBPUSD,H1,ORSO_r50,backtest_pipeline/risultati_prove/regime_r50,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.92821,0.92821,8,8,1.8799,-143.99,1.8799,-143.99,backtest_pipeline/risultati_prove/regime_r50/BB_GBPUSD_ORSO_r50.csv
BB,GBPUSD,H1,ORSO_r59,backtest_pipeline/risultati_prove/regime_r59,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,2,1,0.92821,0.92821,8,8,1.8799,-143.99,1.8799,-143.99,backtest_pipeline/risultati_prove/regime_r59/BB_GBPUSD_ORSO_r59.csv
larry,NZDUSD,H1,notte,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,12,12,0.92811,1.54192,91,39,9.2794,-292.07,4.1053,849.62,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte/scan_larry_NZDUSD.csv
SupertrendReversal,225JPY,H4,H4_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,85,83,0.92412,23.90698,19,2,0.2308,-2.64,0.034,9.85,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC/scan_ABTG_SupertrendReversal_H4_225JPY.csv
EMA200,E35EUR,H1,H1_OHLC,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,81,81,0.92342,1.18486,245,114,8.7064,-185.83,3.7721,190.39,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC/scan_ABTG_EMA200_H1_E35EUR.csv
CostToCost,USDCHF,H4,scan_h4,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.92324,1.2617,152,186,21.504,-675.82,8.611,1836.31,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4/scan_ABTG_CostToCost_H4_USDCHF.csv
EMA200,EURCHF,H1,H1_OHLC,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,89,89,0.92256,1.1461,696,873,10.413,-442.62,12.8529,1116.69,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC/scan_ABTG_EMA200_H1_EURCHF.csv
Live5m,DAX,[NON MISURATO],v2_D30EUR,backtest_pipeline/risultati_archivio/Live5m,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,32,8,0.92241,1.04296,445,239,16.8197,-658.02,9.097,192.33,backtest_pipeline/risultati_archivio/Live5m/valid_DAX_Live5m_v2_D30EUR_realtick.csv
EMA200,EURSEK,H4,H4_OHLC,backtest_pipeline/risultati_archivio/EMA200/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,88,88,0.92231,1.22416,448,241,11.4525,-296.14,3.4632,391.47,backtest_pipeline/risultati_archivio/EMA200/H4_OHLC/scan_ABTG_EMA200_H4_EURSEK.csv
EasyTrend,USDSEK,H1,scan,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,6,6,0.92224,1.10965,45,93,10.5302,-175.62,18.0651,607.83,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan/scan_ABTG_EasyTrend_USDSEK.csv
SupertrendReversal,CADJPY,H1,H1_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,98,98,0.92218,2.02677,118,60,5.3803,-123.41,2.4572,531.57,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC/scan_ABTG_SupertrendReversal_H1_CADJPY.csv
EMA200,EURAUD,H1,H1_OHLC,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,80,80,0.92125,1.02786,660,1281,13.4763,-456.33,12.8625,289.79,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC/scan_ABTG_EMA200_H1_EURAUD.csv
ingresso,NASDAQ,[NON MISURATO],Aperture_Ingresso,backtest_pipeline/risultati_archivio/Aperture_Ingresso,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,160,20,0.92037,1.12387,264,109,15.6422,-537.19,3.4591,239.29,backtest_pipeline/risultati_archivio/Aperture_Ingresso/NASDAQ_ingresso.csv
EMA200,EURAUD,H1,risultati_scan_ABTG_EMA200_H1,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,87,87,0.91977,0.99937,792,589,19.3953,-597.4,13.0407,-4.02,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1/scan_ABTG_EMA200_H1_EURAUD.csv
ablaz_1_nofilt,NASUSD,[NON MISURATO],Nasdaq_Apertura,backtest_pipeline/risultati_archivio/Nasdaq_Apertura,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,8,5,0.91675,0.91997,482,484,35.2554,-21960.78,35.8022,-21098.98,backtest_pipeline/risultati_archivio/Nasdaq_Apertura/ablaz_1_nofilt_NASUSD.csv
apert_APERT_US,NASUSD,M5,doc_brk_nofilt,backtest_pipeline/risultati_archivio/Nasdaq_Apertura/csv_ablazione,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,8,5,0.91675,0.91997,482,484,35.2554,-21960.78,35.8022,-21098.98,backtest_pipeline/risultati_archivio/Nasdaq_Apertura/csv_ablazione/apert_APERT_US_M5_doc_brk_nofilt_realtick_NASUSD.csv
GoldenCross,E35EUR,H1,H1_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,84,61,0.91661,2.10927,52,16,4.3319,-108.2,2.5575,250.95,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC/scan_ABTG_GoldenCross_H1_E35EUR.csv
CostToCost,U30USD,H1,scan_h1,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.91523,1.09767,398,386,23.2498,-1315.41,29.7176,1880.5,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h1/scan_ABTG_CostToCost_U30USD.csv
BreakingBand,NZDCAD,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan2/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.91476,1.01256,16,7,2.1685,-31.63,1.9579,1.8,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan2/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_NZDCAD.csv
SupertrendReversal,XAUUSD,H1,H1_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,100,100,0.91422,1.99823,166,45,3.1886,-111.47,1.1777,214.41,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC/scan_ABTG_SupertrendReversal_H1_XAUUSD.csv
MaxMin,D30EUR,[NON MISURATO],MaxMinNotte,backtest_pipeline/risultati_archivio/MaxMinNotte,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,54,45,0.91341,1.18742,250,107,14.2001,-734.01,7.2851,630.26,backtest_pipeline/risultati_archivio/MaxMinNotte/080957cf-valid_MaxMin_D30EUR.csv
SupertrendReversal,USDJPY,H1,H1_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,92,92,0.91233,1.77578,207,64,8.7616,-224.97,2.2714,396.95,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC/scan_ABTG_SupertrendReversal_H1_USDJPY.csv
GoldenCross,GBPCAD,H1,H1_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,87,87,0.91176,1.34998,25,24,2.5322,-56.55,4.1282,234.38,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC/scan_ABTG_GoldenCross_H1_GBPCAD.csv
larry,NZDJPY,H1,notte,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,12,12,0.91147,2.18861,74,34,14.2215,-339.19,4.7926,949.57,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte/scan_larry_NZDJPY.csv
openconfirm,NASDAQ,M15,Openconfirm,backtest_pipeline/risultati_archivio/Openconfirm,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,96,9,0.90944,1.19981,204,99,8.7428,-445.36,4.7841,387.22,backtest_pipeline/risultati_archivio/Openconfirm/NASDAQ_openconfirm_M15.csv
CostToCost,225JPY,H4,scan_h4,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.90622,1.0673,148,104,15.7733,-831.19,11.1562,382.71,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4/scan_ABTG_CostToCost_H4_225JPY.csv
BreakingBand,EURNZD,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.90606,1.0933,15,9,1.8162,-24.6,1.4457,14.36,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_EURNZD.csv
SupRevScr,E50EUR,H4,SupRev_nuovi_indici,backtest_pipeline/risultati_archivio/SupRev_nuovi_indici,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,27,27,0.9035,2.79968,54,49,1.826,-40.17,0.6018,262.7,backtest_pipeline/risultati_archivio/SupRev_nuovi_indici/00616ea4-valid_SupRevScr_E50EUR_H4.csv
BreakingBand,EURCAD,H1,risultati_scan_ABTG_BreakingBand_H1,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,3,3,0.90322,1.46569,32,19,2.4003,-69.5,2.4133,147.46,backtest_pipeline/risultati_prove/ABTG_BreakingBand/scan3bis/risultati_scan_ABTG_BreakingBand_H1/scan_ABTG_BreakingBand_H1_EURCAD.csv
SupertrendReversal,EURUSD,H1,H1_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,90,90,0.90318,1.72499,213,72,7.3766,-208.14,4.3283,474.51,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC/scan_ABTG_SupertrendReversal_H1_EURUSD.csv
EMA200,200AUD,H1,risultati_scan_ABTG_EMA200_H1,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,83,83,0.90209,1.08262,770,402,16.0358,-706.91,9.3022,368.5,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1/scan_ABTG_EMA200_H1_200AUD.csv
SupertrendReversal,GBPAUD,H4,H4_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,102,102,0.90165,10.81875,28,18,4.3657,-45.63,1.5955,576.95,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC/scan_ABTG_SupertrendReversal_H4_GBPAUD.csv
GoldenCross,NZDUSD,H1,H1_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,89,89,0.90134,1.36294,156,41,9.6817,-358.55,4.243,352.01,backtest_pipeline/risultati_archivio/GoldenCross/H1_OHLC/scan_ABTG_GoldenCross_H1_NZDUSD.csv
EMA200,GBPUSD,H1,risultati_scan_ABTG_EMA200_H1,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,86,86,0.90112,0.99001,1620,648,17.185,-1434.16,12.6194,-69.18,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1/scan_ABTG_EMA200_H1_GBPUSD.csv
SupertrendReversal,E35EUR,H1,H1_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,100,100,0.90091,4.42192,39,10,2.5497,-35.61,0.4903,197.65,backtest_pipeline/risultati_archivio/SupertrendReversal/H1_OHLC/scan_ABTG_SupertrendReversal_H1_E35EUR.csv
EMA200,USDNOK,H4,realtick_H4,backtest_pipeline/risultati_archivio/EMA200/realtick_H4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,88,88,0.90083,1.71474,207,162,5.8539,-223.63,2.268,782.22,backtest_pipeline/risultati_archivio/EMA200/realtick_H4/valid_ABTG_EMA200_H4_realtick_USDNOK.csv
SupertrendReversal,EURGBP,H4,H4_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,95,95,0.89975,3.04883,73,40,3.8258,-73.74,1.7269,470.74,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC/scan_ABTG_SupertrendReversal_H4_EURGBP.csv
larry,D30EUR,H1,notte,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,12,12,0.89633,1.60383,44,24,7.652,-172.02,5.8201,467.0,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte/scan_larry_D30EUR.csv
EasyTrend,USDPLN,H1,scan,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,6,6,0.89496,0.95853,48,92,11.6376,-240.63,14.5744,-214.4,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan/scan_ABTG_EasyTrend_USDPLN.csv
SupertrendReversal,USDCHF,H4,H4_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,103,99,0.89439,2.68142,49,38,5.3813,-73.08,2.9036,748.18,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC/scan_ABTG_SupertrendReversal_H4_USDCHF.csv
trailing,NASDAQ,[NON MISURATO],Aperture_Trailing,backtest_pipeline/risultati_archivio/Aperture_Trailing,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,96,7,0.89431,0.96512,260,260,15.9748,-769.01,10.8408,-177.26,backtest_pipeline/risultati_archivio/Aperture_Trailing/NASDAQ_trailing.csv
openconfirm,NASDAQ,[NON MISURATO],graficoM5,backtest_pipeline/risultati_archivio/Openconfirm,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,12,9,0.89431,1.19981,260,99,15.9748,-769.01,4.7841,387.22,backtest_pipeline/risultati_archivio/Openconfirm/NASDAQ_openconfirm_graficoM5.csv
CostToCost,200AUD,H4,scan_h4,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,9,9,0.89399,0.9966,99,165,20.4836,-548.6,21.1706,-21.51,backtest_pipeline/risultati_prove/ABTG_CostToCost/scan_h4/scan_ABTG_CostToCost_H4_200AUD.csv
larry,USDCHF,H1,notte,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,12,12,0.89396,4.06729,57,21,9.0143,-289.44,2.3635,648.15,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte/scan_larry_USDCHF.csv
EasyTrend,USDCAD,H1,scan,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,6,6,0.89372,1.24916,106,55,21.9698,-691.44,9.5288,778.52,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan/scan_ABTG_EasyTrend_USDCAD.csv
SupertrendReversal,NZDJPY,H4,H4_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,96,96,0.89263,3.2914,109,11,6.7801,-185.09,0.6019,163.4,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC/scan_ABTG_SupertrendReversal_H4_NZDJPY.csv
EasyTrend,USDJPY,H1,scan,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,6,6,0.89175,1.4028,123,60,17.3521,-808.84,8.9743,1039.68,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan/scan_ABTG_EasyTrend_USDJPY.csv
EasyTrend,USOIL,H1,scan,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,6,6,0.89024,0.95898,47,33,8.7453,-259.44,7.7863,-60.61,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan/scan_ABTG_EasyTrend_USOIL.csv
EMA200,GBPUSD,H1,H1_OHLC,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,90,90,0.8902,1.01763,642,701,15.8316,-778.91,10.4136,95.96,backtest_pipeline/risultati_archivio/EMA200/H1_OHLC/scan_ABTG_EMA200_H1_GBPUSD.csv
EasyTrend,USDCHF,H1,scan,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,6,6,0.88806,1.41605,118,61,20.438,-620.2,7.6454,1300.69,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan/scan_ABTG_EasyTrend_USDCHF.csv
EMA200,XAGUSD,H1,risultati_scan_ABTG_EMA200_H1,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,86,86,0.88791,1.27642,57,36,7.4334,-150.93,2.3207,168.89,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1/scan_ABTG_EMA200_H1_XAGUSD.csv
EasyTrend,EURGBP,H1,scan,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,6,6,0.88609,1.97555,97,54,13.4577,-567.83,3.5463,2460.94,backtest_pipeline/risultati_prove/ABTG_EasyTrend/scan/scan_ABTG_EasyTrend_EURGBP.csv
larry,NASUSD,H1,notte,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,12,12,0.88549,2.91058,58,27,6.3483,-187.25,3.5428,909.76,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte/scan_larry_NASUSD.csv
GoldenCross,GBPUSD,H4,H4_OHLC,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,87,78,0.88475,1.09107,23,21,3.3616,-60.27,2.1079,36.58,backtest_pipeline/risultati_archivio/GoldenCross/H4_OHLC/scan_ABTG_GoldenCross_H4_GBPUSD.csv
EMA200,GBPAUD,H1,risultati_scan_ABTG_EMA200_H1,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,85,85,0.88439,1.15561,1125,750,21.0202,-1544.51,7.7691,1276.83,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1/scan_ABTG_EMA200_H1_GBPAUD.csv
SupertrendReversal,USOIL,H4,H4_OHLC,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,92,91,0.88437,6.09462,65,19,4.7443,-113.49,1.4588,330.59,backtest_pipeline/risultati_archivio/SupertrendReversal/H4_OHLC/scan_ABTG_SupertrendReversal_H4_USOIL.csv
GoldenCross,EURUSD,H4,realtick_H4,backtest_pipeline/risultati_archivio/GoldenCross/realtick_H4,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,72,24,0.88403,1.89488,30,27,2.7183,-62.88,2.0671,264.84,backtest_pipeline/risultati_archivio/GoldenCross/realtick_H4/valid_ABTG_GoldenCross_H4_realtick_EURUSD.csv
EMA200,USDJPY,H1,risultati_scan_ABTG_EMA200_H1,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1,[NON MISURATO],,,,,,,,,,,,,,,,,,,,,92,92,0.88325,1.17329,1207,630,23.507,-1347.98,5.3272,920.9,backtest_pipeline/risultati_prove/risultati_scan_ABTG_EMA200_H1/scan_ABTG_EMA200_H1_USDJPY.csv
